Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PNNL SC Chip 1 B	Peptides PNNL SC Chip 1 C	Peptides PNNL SC Chip1 A	Razor + unique peptides PNNL SC Chip 1 B	Razor + unique peptides PNNL SC Chip 1 C	Razor + unique peptides PNNL SC Chip1 A	Unique peptides PNNL SC Chip 1 B	Unique peptides PNNL SC Chip 1 C	Unique peptides PNNL SC Chip1 A	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity corrected 1 PNNL SC Chip 1 B	Reporter intensity corrected 2 PNNL SC Chip 1 B	Reporter intensity corrected 3 PNNL SC Chip 1 B	Reporter intensity corrected 4 PNNL SC Chip 1 B	Reporter intensity corrected 5 PNNL SC Chip 1 B	Reporter intensity corrected 6 PNNL SC Chip 1 B	Reporter intensity corrected 7 PNNL SC Chip 1 B	Reporter intensity corrected 8 PNNL SC Chip 1 B	Reporter intensity corrected 9 PNNL SC Chip 1 B	Reporter intensity corrected 10 PNNL SC Chip 1 B	Reporter intensity corrected 1 PNNL SC Chip 1 C	Reporter intensity corrected 2 PNNL SC Chip 1 C	Reporter intensity corrected 3 PNNL SC Chip 1 C	Reporter intensity corrected 4 PNNL SC Chip 1 C	Reporter intensity corrected 5 PNNL SC Chip 1 C	Reporter intensity corrected 6 PNNL SC Chip 1 C	Reporter intensity corrected 7 PNNL SC Chip 1 C	Reporter intensity corrected 8 PNNL SC Chip 1 C	Reporter intensity corrected 9 PNNL SC Chip 1 C	Reporter intensity corrected 10 PNNL SC Chip 1 C	Reporter intensity corrected 1 PNNL SC Chip1 A	Reporter intensity corrected 2 PNNL SC Chip1 A	Reporter intensity corrected 3 PNNL SC Chip1 A	Reporter intensity corrected 4 PNNL SC Chip1 A	Reporter intensity corrected 5 PNNL SC Chip1 A	Reporter intensity corrected 6 PNNL SC Chip1 A	Reporter intensity corrected 7 PNNL SC Chip1 A	Reporter intensity corrected 8 PNNL SC Chip1 A	Reporter intensity corrected 9 PNNL SC Chip1 A	Reporter intensity corrected 10 PNNL SC Chip1 A	Reporter intensity 1 PNNL SC Chip 1 B	Reporter intensity 2 PNNL SC Chip 1 B	Reporter intensity 3 PNNL SC Chip 1 B	Reporter intensity 4 PNNL SC Chip 1 B	Reporter intensity 5 PNNL SC Chip 1 B	Reporter intensity 6 PNNL SC Chip 1 B	Reporter intensity 7 PNNL SC Chip 1 B	Reporter intensity 8 PNNL SC Chip 1 B	Reporter intensity 9 PNNL SC Chip 1 B	Reporter intensity 10 PNNL SC Chip 1 B	Reporter intensity 1 PNNL SC Chip 1 C	Reporter intensity 2 PNNL SC Chip 1 C	Reporter intensity 3 PNNL SC Chip 1 C	Reporter intensity 4 PNNL SC Chip 1 C	Reporter intensity 5 PNNL SC Chip 1 C	Reporter intensity 6 PNNL SC Chip 1 C	Reporter intensity 7 PNNL SC Chip 1 C	Reporter intensity 8 PNNL SC Chip 1 C	Reporter intensity 9 PNNL SC Chip 1 C	Reporter intensity 10 PNNL SC Chip 1 C	Reporter intensity 1 PNNL SC Chip1 A	Reporter intensity 2 PNNL SC Chip1 A	Reporter intensity 3 PNNL SC Chip1 A	Reporter intensity 4 PNNL SC Chip1 A	Reporter intensity 5 PNNL SC Chip1 A	Reporter intensity 6 PNNL SC Chip1 A	Reporter intensity 7 PNNL SC Chip1 A	Reporter intensity 8 PNNL SC Chip1 A	Reporter intensity 9 PNNL SC Chip1 A	Reporter intensity 10 PNNL SC Chip1 A	Reporter intensity count 1 PNNL SC Chip 1 B	Reporter intensity count 2 PNNL SC Chip 1 B	Reporter intensity count 3 PNNL SC Chip 1 B	Reporter intensity count 4 PNNL SC Chip 1 B	Reporter intensity count 5 PNNL SC Chip 1 B	Reporter intensity count 6 PNNL SC Chip 1 B	Reporter intensity count 7 PNNL SC Chip 1 B	Reporter intensity count 8 PNNL SC Chip 1 B	Reporter intensity count 9 PNNL SC Chip 1 B	Reporter intensity count 10 PNNL SC Chip 1 B	Reporter intensity count 1 PNNL SC Chip 1 C	Reporter intensity count 2 PNNL SC Chip 1 C	Reporter intensity count 3 PNNL SC Chip 1 C	Reporter intensity count 4 PNNL SC Chip 1 C	Reporter intensity count 5 PNNL SC Chip 1 C	Reporter intensity count 6 PNNL SC Chip 1 C	Reporter intensity count 7 PNNL SC Chip 1 C	Reporter intensity count 8 PNNL SC Chip 1 C	Reporter intensity count 9 PNNL SC Chip 1 C	Reporter intensity count 10 PNNL SC Chip 1 C	Reporter intensity count 1 PNNL SC Chip1 A	Reporter intensity count 2 PNNL SC Chip1 A	Reporter intensity count 3 PNNL SC Chip1 A	Reporter intensity count 4 PNNL SC Chip1 A	Reporter intensity count 5 PNNL SC Chip1 A	Reporter intensity count 6 PNNL SC Chip1 A	Reporter intensity count 7 PNNL SC Chip1 A	Reporter intensity count 8 PNNL SC Chip1 A	Reporter intensity count 9 PNNL SC Chip1 A	Reporter intensity count 10 PNNL SC Chip1 A	Sequence coverage PNNL SC Chip 1 B [%]	Sequence coverage PNNL SC Chip 1 C [%]	Sequence coverage PNNL SC Chip1 A [%]	Intensity	Intensity PNNL SC Chip 1 B	Intensity PNNL SC Chip 1 C	Intensity PNNL SC Chip1 A	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P31930	P31930	3	3	3	"Cytochrome b-c1 complex subunit 1, mitochondrial"	UQCRC1	sp|P31930|QCR1_HUMAN Cytochrome	1	3	3	3	2	3	2	2	3	2	2	3	2	9	9	9	52.645	480	480	0	34.541	4664.1	5983	3893.6	4449.7	7657.7	5410.3	4286.8	8886.5	0	333520	4664.1	5983	3893.6	4449.7	7657.7	5410.3	4286.8	8886.5	0	333520	6	6	5	5	5	5	6	6	0	7	1448.2	386.71	1435.1	1113.6	2238.5	1608.4	816.43	1989.8	0	96329	1458.2	3995.2	1900.1	1432.7	2617.8	2338	1923	4556.3	0	152360	1757.7	1601.1	558.51	1903.4	2801.4	1463.9	1547.4	2340.4	0	84837	1448.2	386.71	1435.1	1113.6	2238.5	1608.4	816.43	1989.8	0	96329	1458.2	3995.2	1900.1	1432.7	2617.8	2338	1923	4556.3	0	152360	1757.7	1601.1	558.51	1903.4	2801.4	1463.9	1547.4	2340.4	0	84837	2	1	2	1	2	2	1	1	0	2	2	3	2	2	2	2	3	3	0	3	2	2	1	2	1	1	2	2	0	2	6.9	9	6	20342000	6419500	6830000	7092900	7				421	3055;3197;3587	True;True;True	3082;3225;3618	7111;7112;7113;7450;7451;8336;8337	7326;7327;7328;7680;7681;8596;8597	7326;7680;8596		
P31939	P31939	1	1	1	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ATIC	sp|P31939|PUR9_HUMAN Bifunctional	1	1	1	1	0	1	1	0	1	1	0	1	1	2.9	2.9	2.9	64.615	592	592	0	13.192	1755	2776.5	1510.9	1593.2	2196.2	2475.4	3082.3	1174.1	0	35323	1755	2776.5	1510.9	1593.2	2196.2	2475.4	3082.3	1174.1	0	35323	2	2	1	2	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1277.2	1787	1510.9	1233.5	1347.4	1732.3	2470.1	764.78	0	15676	477.78	989.48	0	359.68	848.74	743.12	612.18	409.29	0	19647	0	0	0	0	0	0	0	0	0	0	1277.2	1787	1510.9	1233.5	1347.4	1732.3	2470.1	764.78	0	15676	477.78	989.48	0	359.68	848.74	743.12	612.18	409.29	0	19647	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	2.9	2.9	4944600	0	2910900	2033800	2				422	137	TRUE	138	319;320	325;326	325		
P31943	P31943	9	9	5	"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed"	HNRNPH1	sp|P31943|HNRH1_HUMAN Heterogeneous	1	9	9	5	8	7	6	8	7	6	4	3	2	32.7	32.7	19.4	49.229	449	449	0	185.86	19885	20092	21656	21052	26815	26328	21540	39302	357.61	1225400	19885	20092	21656	21052	26815	26328	21540	39302	357.61	1225400	20	19	20	21	21	21	21	21	1	24	7681.8	3246.7	7439.6	8094.2	11325	7579.4	7852.6	14855	0	409210	5886.7	10266	9296.6	8735.7	9614.3	12215	9040.3	15883	357.61	502740	6316.9	6579.4	4919.9	4222.6	5874.8	6534.5	4647.5	8564.1	0	313490	7681.8	3246.7	7439.6	8094.2	11325	7579.4	7852.6	14855	0	409210	5886.7	10266	9296.6	8735.7	9614.3	12215	9040.3	15883	357.61	502740	6316.9	6579.4	4919.9	4222.6	5874.8	6534.5	4647.5	8564.1	0	313490	6	4	6	7	7	6	7	7	0	8	8	9	9	9	8	9	8	8	1	9	6	6	5	5	6	6	6	6	0	7	28.5	24.9	23.6	189030000	66197000	63316000	59517000	25				423	383;1045;1571;1777;2051;2318;3941;4506;5019	True;True;True;True;True;True;True;True;True	390;1059;1588;1794;2068;2336;3975;4546;5065	881;882;883;884;885;886;2482;3667;3668;4157;4158;4792;4793;4794;4795;5405;9122;9123;9124;10529;10530;10531;11731;11732;11733	921;922;923;924;925;926;2581;3790;3791;4296;4297;4944;4945;4946;4947;5565;9408;9409;9410;10890;10891;10892;12119;12120;12121	922;2581;3790;4297;4945;5565;9408;10890;12120		
P31944	P31944	1	1	1	"Caspase-14;Caspase-14 subunit p17, mature form;Caspase-14 subunit p10, mature form;Caspase-14 subunit p20, intermediate form;Caspase-14 subunit p8, intermediate form"	CASP14	sp|P31944|CASPE_HUMAN Caspase-14	1	1	1	1	0	1	0	0	1	0	0	1	0	5.8	5.8	5.8	27.679	242	242	0.001105	7.1291	609.07	803.51	2287.7	827.53	4401.3	5162.2	769.73	426.25	0	10830	609.07	803.51	2287.7	827.53	4401.3	5162.2	769.73	426.25	0	10830	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	609.07	803.51	2287.7	827.53	4401.3	5162.2	769.73	426.25	0	10830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609.07	803.51	2287.7	827.53	4401.3	5162.2	769.73	426.25	0	10830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5.8	0	820630	0	820630	0	1				424	3542	TRUE	3572	8245	8504	8504		
P31946	P31946	7	3	3	"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed"	YWHAB	sp|P31946|1433B_HUMAN 14-3-3	1	7	3	3	7	5	7	3	3	3	3	3	3	34.6	21.1	21.1	28.082	246	246	0	70.045	7518.9	7698.2	5894	6637	9060.7	6449.9	6856.7	9475.3	0	352110	7518.9	7698.2	5894	6637	9060.7	6449.9	6856.7	9475.3	0	352110	8	7	8	8	9	7	8	9	0	9	3344.3	776.02	2567.4	2915.3	3405.9	1526	2283.2	3564.9	0	132520	1641	3652.1	1749.5	2001.6	2277.8	2582.2	2666.9	2516	0	93334	2533.5	3270.1	1577	1720.1	3376.9	2341.6	1906.7	3394.4	0	126250	3344.3	776.02	2567.4	2915.3	3405.9	1526	2283.2	3564.9	0	132520	1641	3652.1	1749.5	2001.6	2277.8	2582.2	2666.9	2516	0	93334	2533.5	3270.1	1577	1720.1	3376.9	2341.6	1906.7	3394.4	0	126250	3	1	3	3	3	2	3	3	0	3	3	3	3	3	3	3	3	3	0	3	2	3	2	2	3	2	2	3	0	3	34.6	28.5	34.6	29109000	7145700	8325600	13637000	9				425	453;818;1148;3167;3297;3489;4000	True;False;False;False;False;True;True	460;827;828;1163;3194;3327;3519;4034	1052;1053;1054;1906;1907;1908;1909;2736;2737;7378;7379;7380;7381;7382;7708;7709;8114;8115;8116;9283;9284;9285	1109;1110;1111;1984;1985;1986;1987;2837;2838;7605;7606;7607;7608;7609;7945;7946;8367;8368;8369;9577;9578;9579	1109;1984;2837;7608;7946;8368;9579	60;61	162;220
P31947	P31947	3	1	1	14-3-3 protein sigma	SFN	sp|P31947|1433S_HUMAN 14-3-3	1	3	1	1	3	3	3	1	1	1	1	1	1	10.5	3.2	3.2	27.774	248	248	0.0011521	7.6751	4434	5234.4	4056.4	4810.6	5162.3	4840.4	4734.2	9536.5	0	322390	4434	5234.4	4056.4	4810.6	5162.3	4840.4	4734.2	9536.5	0	322390	3	3	3	3	3	3	3	3	0	3	1112.3	920.73	1741.9	1590.6	2139.4	1590.5	1247.4	3789.1	0	102370	1426.4	1728.1	908.87	1478.3	1170.3	1184.1	1225.4	2864.5	0	92312	1895.3	2585.5	1405.6	1741.8	1852.5	2065.8	2261.4	2882.8	0	127720	1112.3	920.73	1741.9	1590.6	2139.4	1590.5	1247.4	3789.1	0	102370	1426.4	1728.1	908.87	1478.3	1170.3	1184.1	1225.4	2864.5	0	92312	1895.3	2585.5	1405.6	1741.8	1852.5	2065.8	2261.4	2882.8	0	127720	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	10.5	10.5	10.5	28289000	10993000	7129000	10167000	3				426	818;3167;4604	False;False;True	827;828;3194;4644	1906;1907;1908;1909;7378;7379;7380;7381;7382;10748;10749;10750	1984;1985;1986;1987;7605;7606;7607;7608;7609;11117;11118;11119	1984;7608;11117	60	220
P31948	P31948	10	10	10	Stress-induced-phosphoprotein 1	STIP1	sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein	1	10	10	10	8	6	7	8	6	7	8	6	7	17.1	17.1	17.1	62.639	543	543	0	63.848	29687	22636	26501	24353	40617	36305	28759	42538	0	1470800	29687	22636	26501	24353	40617	36305	28759	42538	0	1470800	18	20	21	20	21	21	21	20	0	21	13815	4993.9	11172	10879	18261	14335	14028	18378	0	638370	7478.9	7943	9602.1	7465.5	10683	10813	6774.2	12060	0	423390	8393.2	9699.6	5727.2	6008.3	11673	11156	7957.5	12100	0	409080	13815	4993.9	11172	10879	18261	14335	14028	18378	0	638370	7478.9	7943	9602.1	7465.5	10683	10813	6774.2	12060	0	423390	8393.2	9699.6	5727.2	6008.3	11673	11156	7957.5	12100	0	409080	7	7	8	8	8	8	8	8	0	8	5	6	6	6	6	6	6	6	0	6	6	7	7	6	7	7	7	6	0	7	14.4	10.1	12	42636000	20565000	9309000	12762000	21				427	1;230;566;583;787;905;2077;2550;3222;3638	True;True;True;True;True;True;True;True;True;True	1;232;572;589;796;916;2094;2569;3250;3669	1;2;3;539;540;1321;1366;1367;1368;1835;1836;1837;2116;4857;5908;7514;7515;7516;8430;8431;8432	1;2;3;555;556;1384;1430;1431;1432;1911;1912;1913;2203;5009;6084;7747;7748;7749;8692;8693;8694	1;555;1384;1431;1913;2203;5009;6084;7749;8692		
P31949	P31949	2	2	2	"Protein S100-A11;Protein S100-A11, N-terminally processed"	S100A11	sp|P31949|S10AB_HUMAN Protein	1	2	2	2	2	2	2	2	2	2	2	2	2	25.7	25.7	25.7	11.74	105	105	0	41.887	14098	10917	9582.2	10727	8827.8	10239	13143	31784	0	1041000	14098	10917	9582.2	10727	8827.8	10239	13143	31784	0	1041000	7	7	7	7	8	8	8	7	0	9	5310.3	1108.4	4440.2	5852.7	3136.9	3337.9	4171.4	8743.4	0	340350	4775.1	5604.6	3427.6	3509.5	2253.4	3317.7	4920.8	10855	0	368660	4013	4204.5	1714.4	1365.1	3437.5	3583.5	4050.9	12185	0	332000	5310.3	1108.4	4440.2	5852.7	3136.9	3337.9	4171.4	8743.4	0	340350	4775.1	5604.6	3427.6	3509.5	2253.4	3317.7	4920.8	10855	0	368660	4013	4204.5	1714.4	1365.1	3437.5	3583.5	4050.9	12185	0	332000	3	2	3	3	3	3	3	3	0	4	2	3	2	2	3	3	3	2	0	3	2	2	2	2	2	2	2	2	0	2	25.7	25.7	25.7	76396000	31154000	25481000	19760000	11				428	508;4048	True;True	514;4082;4083	1176;1177;1178;1179;1180;1181;9398;9399;9400;9401;9402	1235;1236;1237;1238;1239;1240;9703;9704;9705;9706;9707	1238;9703	64	43
P32004	P32004	1	1	1	Neural cell adhesion molecule L1	L1CAM	sp|P32004|L1CAM_HUMAN Neural	1	1	1	1	0	1	0	0	1	0	0	1	0	0.7	0.7	0.7	140	1257	1257	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	1	+			429	396	TRUE	403	920	962	962	65	235
P32322	P32322	1	1	1	"Pyrroline-5-carboxylate reductase 1, mitochondrial"	PYCR1	sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate	1	1	1	1	1	1	1	1	1	1	1	1	1	3.4	3.4	3.4	33.36	319	319	0	14.271	1136	796.98	1489.3	1844.2	2538.3	1789.2	2273.9	3180.2	0	119680	1136	796.98	1489.3	1844.2	2538.3	1789.2	2273.9	3180.2	0	119680	2	1	2	3	3	3	3	3	0	3	801.66	0	0	663.43	695.55	532.72	634.39	978.85	0	41043	334.31	796.98	535.01	561.51	576.31	747.88	801.09	1535.9	0	54164	0	0	954.3	619.27	1266.4	508.64	838.41	665.47	0	24468	801.66	0	0	663.43	695.55	532.72	634.39	978.85	0	41043	334.31	796.98	535.01	561.51	576.31	747.88	801.09	1535.9	0	54164	0	0	954.3	619.27	1266.4	508.64	838.41	665.47	0	24468	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	3.4	3.4	3.4	3664900	1692600	1537300	435060	3				430	2635	TRUE	2655	6116;6117;6118	6298;6299;6300	6299		
P32969	P32969	3	3	3	60S ribosomal protein L9	RPL9	sp|P32969|RL9_HUMAN 60S	1	3	3	3	0	1	3	0	1	3	0	1	3	14.6	14.6	14.6	21.863	192	192	0	18.404	394.07	1091.1	486.15	446.42	1713.6	1062.5	858.88	1338.5	0	32999	394.07	1091.1	486.15	446.42	1713.6	1062.5	858.88	1338.5	0	32999	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.07	1091.1	486.15	446.42	1713.6	1062.5	858.88	1338.5	0	32999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.07	1091.1	486.15	446.42	1713.6	1062.5	858.88	1338.5	0	32999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	3.6	14.6	722560	0	0	722560	4				431	1409;1919;4124	True;True;True	1424;1935;4160	3307;4496;4497;9594	3423;4640;4641;9905	3423;4640;9905	66	80
P33991	P33991	4	4	4	DNA replication licensing factor MCM4	MCM4	sp|P33991|MCM4_HUMAN DNA	1	4	4	4	2	1	3	2	1	3	2	1	3	5.4	5.4	5.4	96.557	863	863	0	30.424	6325.4	5651.1	6384.9	5623	8270.4	6998.2	6322.4	7265.9	0	211610	6325.4	5651.1	6384.9	5623	8270.4	6998.2	6322.4	7265.9	0	211610	6	5	6	6	6	6	5	6	0	6	2184.5	1262.5	2653	2145.9	3963.8	2452.1	2669.3	2304.3	0	66699	1431.8	1578.6	1513.2	1663.3	1372.7	2235	1542.6	1266.9	0	33009	2709	2810	2218.6	1813.9	2933.9	2311.1	2110.5	3694.7	0	111900	2184.5	1262.5	2653	2145.9	3963.8	2452.1	2669.3	2304.3	0	66699	1431.8	1578.6	1513.2	1663.3	1372.7	2235	1542.6	1266.9	0	33009	2709	2810	2218.6	1813.9	2933.9	2311.1	2110.5	3694.7	0	111900	2	1	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	3	3	3	3	3	3	2	3	0	3	3	1	3.5	7223100	2954100	1019600	3249400	6				432	1723;4259;4422;4988	True;True;True;True	1740;4296;4462;5034	4016;9898;10332;11662;11663;11664	4152;10218;10677;12049;12050;12051	4152;10218;10677;12049		
P33992	P33992	4	4	4	DNA replication licensing factor MCM5	MCM5	sp|P33992|MCM5_HUMAN DNA	1	4	4	4	1	2	1	1	2	1	1	2	1	5.9	5.9	5.9	82.285	734	734	0	23.514	3383.4	4613.1	3739	4361.8	6999.6	7730.8	5202.8	8551.9	0	305580	3383.4	4613.1	3739	4361.8	6999.6	7730.8	5202.8	8551.9	0	305580	4	3	4	4	4	4	4	4	0	4	720.63	0	1026.5	699.19	1381.1	619.5	1036.1	874.78	0	37819	1494.5	2213.3	1016.2	1909.6	1867.7	5423	2639.3	4354.1	0	163780	1168.2	2399.7	1696.3	1753	3750.9	1688.3	1527.3	3323.1	0	103980	720.63	0	1026.5	699.19	1381.1	619.5	1036.1	874.78	0	37819	1494.5	2213.3	1016.2	1909.6	1867.7	5423	2639.3	4354.1	0	163780	1168.2	2399.7	1696.3	1753	3750.9	1688.3	1527.3	3323.1	0	103980	1	0	1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	1.8	3	1.1	5728400	853170	2874800	2000400	4				433	541;3448;3920;4574	True;True;True;True	547;3478;3954;4614	1256;8036;9074;10680	1318;8283;9358;11044	1318;8283;9358;11044		
P33993	P33993	3	3	3	DNA replication licensing factor MCM7	MCM7	sp|P33993|MCM7_HUMAN DNA	1	3	3	3	1	0	2	1	0	2	1	0	2	5	5	5	81.307	719	719	0	18.139	1029.6	976.75	682.97	269.95	1710.1	505.11	1186.7	1690.8	0	78599	1029.6	976.75	682.97	269.95	1710.1	505.11	1186.7	1690.8	0	78599	2	2	2	1	2	1	2	2	0	2	393.53	279.14	381.57	269.95	898.9	505.11	340.77	581.36	0	21167	0	0	0	0	0	0	0	0	0	0	636.05	697.61	301.39	0	811.19	0	845.89	1109.5	0	57432	393.53	279.14	381.57	269.95	898.9	505.11	340.77	581.36	0	21167	0	0	0	0	0	0	0	0	0	0	636.05	697.61	301.39	0	811.19	0	845.89	1109.5	0	57432	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1.8	0	3.2	2839900	291980	0	2547900	3				434	530;857;1861	True;True;True	536;867;1878	1236;1996;4359	1297;2082;4503	1297;2082;4503		
P34897	P34897	10	10	10	"Serine hydroxymethyltransferase, mitochondrial"	SHMT2	sp|P34897|GLYM_HUMAN Serine	1	10	10	10	9	8	7	9	8	7	9	8	7	23	23	23	55.992	504	504	0	113.6	47148	34229	56526	31896	42696	39282	45100	82306	384.88	2851500	47148	34229	56526	31896	42696	39282	45100	82306	384.88	2851500	27	31	29	30	30	29	31	34	1	34	16417	6296.1	20801	13142	17787	10853	16778	28329	384.88	1005100	16349	17013	20693	12065	14637	18979	13641	30705	0	983610	14382	10920	15032	6689.1	10273	9450	14681	23273	0	862740	16417	6296.1	20801	13142	17787	10853	16778	28329	384.88	1005100	16349	17013	20693	12065	14637	18979	13641	30705	0	983610	14382	10920	15032	6689.1	10273	9450	14681	23273	0	862740	10	11	11	11	11	11	11	12	1	12	10	11	10	10	10	11	10	11	0	11	7	9	8	9	9	7	10	11	0	11	21.2	17.7	14.3	130700000	49454000	44958000	36284000	34				435	19;1077;1754;2634;2705;3673;4565;4726;4992;5031	True;True;True;True;True;True;True;True;True;True	19;1091;1771;2654;2726;3704;4605;4768;5038;5077	38;39;40;41;42;43;2554;2555;4087;4088;4089;4090;4091;4092;6113;6114;6115;6279;8501;8502;8503;10662;10663;10664;10665;10666;10667;11029;11672;11673;11674;11759;11760	39;40;41;42;43;44;2653;2654;4224;4225;4226;4227;4228;4229;4230;6295;6296;6297;6471;8764;8765;8766;11026;11027;11028;11029;11030;11031;11403;12059;12060;12061;12148;12149	39;2654;4230;6295;6471;8764;11028;11403;12060;12148		
P34932	P34932	10	10	10	Heat shock 70 kDa protein 4	HSPA4	sp|P34932|HSP74_HUMAN Heat	1	10	10	10	7	6	7	7	6	7	7	6	7	16.4	16.4	16.4	94.33	840	840	0	95.534	15280	13378	16256	14558	17111	15408	15998	22788	0	732010	15280	13378	16256	14558	17111	15408	15998	22788	0	732010	16	13	18	15	19	15	18	18	0	20	7889.5	1935	7922.5	7190.2	8193.1	6242	7382.5	10542	0	317610	2303.2	5280.2	4184.9	4034.9	4131	5726.6	3863.7	5205.6	0	186220	5087.8	6163	4148.4	3332.8	4786.5	3439.7	4751.4	7041	0	228180	7889.5	1935	7922.5	7190.2	8193.1	6242	7382.5	10542	0	317610	2303.2	5280.2	4184.9	4034.9	4131	5726.6	3863.7	5205.6	0	186220	5087.8	6163	4148.4	3332.8	4786.5	3439.7	4751.4	7041	0	228180	6	2	7	6	7	6	6	7	0	7	4	6	6	5	6	5	6	5	0	6	6	5	5	4	6	4	6	6	0	7	11.9	10.6	11.3	29866000	12366000	5324700	12175000	20				436	134;155;960;1019;1138;1325;2590;3264;3868;4549	True;True;True;True;True;True;True;True;True;True	135;156;971;1032;1153;1340;2610;3294;3902;4589	310;311;312;357;358;359;2253;2396;2397;2718;2719;2720;3116;6002;6003;7636;8935;8936;8937;10628	316;317;318;366;367;368;2343;2489;2490;2818;2819;2820;3228;6180;6181;7872;9214;9215;9216;10992	318;366;2343;2489;2820;3228;6180;7872;9214;10992		
P35221;P26232	P35221	3;1	3;1	3;1	Catenin alpha-1	CTNNA1	sp|P35221|CTNA1_HUMAN Catenin	2	3	3	3	1	3	0	1	3	0	1	3	0	4.3	4.3	4.3	100.07	906	906;953	0	19.56	1449.3	2238.9	1699.9	2000.6	2419.7	3210	2528.2	3296.1	322.43	74235	1449.3	2238.9	1699.9	2000.6	2419.7	3210	2528.2	3296.1	322.43	74235	3	3	3	4	4	4	3	4	1	4	363.35	0	373.68	440.16	619.58	481.62	0	682.87	0	11736	1085.9	2238.9	1326.2	1560.4	1800.1	2728.4	2528.2	2613.3	322.43	62499	0	0	0	0	0	0	0	0	0	0	363.35	0	373.68	440.16	619.58	481.62	0	682.87	0	11736	1085.9	2238.9	1326.2	1560.4	1800.1	2728.4	2528.2	2613.3	322.43	62499	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	2	3	2	3	3	3	3	3	1	3	0	0	0	0	0	0	0	0	0	0	1.9	4.3	0	1934100	651280	1282800	0	4				437	2080;3693;4260	True;True;True	2097;3724;4297	4861;8543;9899;9900	5013;8808;10219;10220	5013;8808;10219		
